S_OK	0x00000000
NS_E_TOO_MANY_DEVICECONTROL	0xC00D1B96
NS_E_NO_MULTIPASS_FOR_LIVEDEVICE	0xC00D1B97
NS_E_MISSING_AUDIENCE	0xC00D1B98
NS_E_AUDIENCE_CONTENTTYPE_MISMATCH	0xC00D1B99
NS_E_MISSING_SOURCE_INDEX	0xC00D1B9A
NS_E_NUM_LANGUAGE_MISMATCH	0xC00D1B9B
NS_E_LANGUAGE_MISMATCH	0xC00D1B9C
NS_E_VBRMODE_MISMATCH	0xC00D1B9D
NS_E_INVALID_INPUT_AUDIENCE_INDEX	0xC00D1B9E
NS_E_INVALID_INPUT_LANGUAGE	0xC00D1B9F
NS_E_INVALID_INPUT_STREAM	0xC00D1BA0
NS_E_EXPECT_MONO_WAV_INPUT	0xC00D1BA1
NS_E_INPUT_WAVFORMAT_MISMATCH	0xC00D1BA2
NS_E_RECORDQ_DISK_FULL	0xC00D1BA3
NS_E_NO_PAL_INVERSE_TELECINE	0xC00D1BA4
NS_E_ACTIVE_SG_DEVICE_DISCONNECTED	0xC00D1BA5
NS_E_ACTIVE_SG_DEVICE_CONTROL_DISCONNECTED	0xC00D1BA6
NS_E_NO_FRAMES_SUBMITTED_TO_ANALYZER	0xC00D1BA7
NS_E_INPUT_DOESNOT_SUPPORT_SMPTE	0xC00D1BA8
NS_E_NO_SMPTE_WITH_MULTIPLE_SOURCEGROUPS	0xC00D1BA9
NS_E_BAD_CONTENTEDL	0xC00D1BAA
NS_E_INTERLACEMODE_MISMATCH	0xC00D1BAB
NS_E_NONSQUAREPIXELMODE_MISMATCH	0xC00D1BAC
NS_E_SMPTEMODE_MISMATCH	0xC00D1BAD
NS_E_END_OF_TAPE	0xC00D1BAE
NS_E_NO_MEDIA_IN_AUDIENCE	0xC00D1BAF
NS_E_NO_AUDIENCES	0xC00D1BB0
NS_E_NO_AUDIO_COMPAT	0xC00D1BB1
NS_E_INVALID_VBR_COMPAT	0xC00D1BB2
NS_E_NO_PROFILE_NAME	0xC00D1BB3
NS_E_INVALID_VBR_WITH_UNCOMP	0xC00D1BB4
NS_E_MULTIPLE_VBR_AUDIENCES	0xC00D1BB5
NS_E_UNCOMP_COMP_COMBINATION	0xC00D1BB6
NS_E_MULTIPLE_AUDIO_CODECS	0xC00D1BB7
NS_E_MULTIPLE_AUDIO_FORMATS	0xC00D1BB8
NS_E_AUDIO_BITRATE_STEPDOWN	0xC00D1BB9
NS_E_INVALID_AUDIO_PEAKRATE	0xC00D1BBA
NS_E_INVALID_AUDIO_PEAKRATE_2	0xC00D1BBB
NS_E_INVALID_AUDIO_BUFFERMAX	0xC00D1BBC
NS_E_MULTIPLE_VIDEO_CODECS	0xC00D1BBD
NS_E_MULTIPLE_VIDEO_SIZES	0xC00D1BBE
NS_E_INVALID_VIDEO_BITRATE	0xC00D1BBF
NS_E_VIDEO_BITRATE_STEPDOWN	0xC00D1BC0
NS_E_INVALID_VIDEO_PEAKRATE	0xC00D1BC1
NS_E_INVALID_VIDEO_PEAKRATE_2	0xC00D1BC2
NS_E_INVALID_VIDEO_WIDTH	0xC00D1BC3
NS_E_INVALID_VIDEO_HEIGHT	0xC00D1BC4
NS_E_INVALID_VIDEO_FPS	0xC00D1BC5
NS_E_INVALID_VIDEO_KEYFRAME	0xC00D1BC6
NS_E_INVALID_VIDEO_IQUALITY	0xC00D1BC7
NS_E_INVALID_VIDEO_CQUALITY	0xC00D1BC8
NS_E_INVALID_VIDEO_BUFFER	0xC00D1BC9
NS_E_INVALID_VIDEO_BUFFERMAX	0xC00D1BCA
NS_E_INVALID_VIDEO_BUFFERMAX_2	0xC00D1BCB
NS_E_INVALID_VIDEO_WIDTH_ALIGN	0xC00D1BCC
NS_E_INVALID_VIDEO_HEIGHT_ALIGN	0xC00D1BCD
NS_E_MULTIPLE_SCRIPT_BITRATES	0xC00D1BCE
NS_E_INVALID_SCRIPT_BITRATE	0xC00D1BCF
NS_E_MULTIPLE_FILE_BITRATES	0xC00D1BD0
NS_E_INVALID_FILE_BITRATE	0xC00D1BD1
NS_E_SAME_AS_INPUT_COMBINATION	0xC00D1BD2
NS_E_SOURCE_CANNOT_LOOP	0xC00D1BD3
NS_E_INVALID_FOLDDOWN_COEFFICIENTS	0xC00D1BD4
NS_E_DRMPROFILE_NOTFOUND	0xC00D1BD5
NS_E_INVALID_TIMECODE	0xC00D1BD6
NS_E_NO_AUDIO_TIMECOMPRESSION	0xC00D1BD7
NS_E_NO_TWOPASS_TIMECOMPRESSION	0xC00D1BD8
NS_E_TIMECODE_REQUIRES_VIDEOSTREAM	0xC00D1BD9
NS_E_NO_MBR_WITH_TIMECODE	0xC00D1BDA
NS_E_INVALID_INTERLACEMODE	0xC00D1BDB
NS_E_INVALID_INTERLACE_COMPAT	0xC00D1BDC
NS_E_INVALID_NONSQUAREPIXEL_COMPAT	0xC00D1BDD
NS_E_INVALID_SOURCE_WITH_DEVICE_CONTROL	0xC00D1BDE
NS_E_CANNOT_GENERATE_BROADCAST_INFO_FOR_QUALITYVBR	0xC00D1BDF
NS_E_EXCEED_MAX_DRM_PROFILE_LIMIT	0xC00D1BE0
NS_E_DEVICECONTROL_UNSTABLE	0xC00D1BE1
NS_E_INVALID_PIXEL_ASPECT_RATIO	0xC00D1BE2
NS_E_AUDIENCE__LANGUAGE_CONTENTTYPE_MISMATCH	0xC00D1BE3
NS_E_INVALID_PROFILE_CONTENTTYPE	0xC00D1BE4
NS_E_TRANSFORM_PLUGIN_NOT_FOUND	0xC00D1BE5
NS_E_TRANSFORM_PLUGIN_INVALID	0xC00D1BE6
NS_E_EDL_REQUIRED_FOR_DEVICE_MULTIPASS	0xC00D1BE7
NS_E_INVALID_VIDEO_WIDTH_FOR_INTERLACED_ENCODING	0xC00D1BE8
NS_E_MARKIN_UNSUPPORTED	0xC00D1BE9
NS_E_DRM_INVALID_APPLICATION	0xC00D2711
NS_E_DRM_LICENSE_STORE_ERROR	0xC00D2712
NS_E_DRM_SECURE_STORE_ERROR	0xC00D2713
NS_E_DRM_LICENSE_STORE_SAVE_ERROR	0xC00D2714
NS_E_DRM_SECURE_STORE_UNLOCK_ERROR	0xC00D2715
NS_E_DRM_INVALID_CONTENT	0xC00D2716
NS_E_DRM_UNABLE_TO_OPEN_LICENSE	0xC00D2717
NS_E_DRM_INVALID_LICENSE	0xC00D2718
NS_E_DRM_INVALID_MACHINE	0xC00D2719
NS_E_DRM_ENUM_LICENSE_FAILED	0xC00D271B
NS_E_DRM_INVALID_LICENSE_REQUEST	0xC00D271C
NS_E_DRM_UNABLE_TO_INITIALIZE	0xC00D271D
NS_E_DRM_UNABLE_TO_ACQUIRE_LICENSE	0xC00D271E
NS_E_DRM_INVALID_LICENSE_ACQUIRED	0xC00D271F
NS_E_DRM_NO_RIGHTS	0xC00D2720
NS_E_DRM_KEY_ERROR	0xC00D2721
NS_E_DRM_ENCRYPT_ERROR	0xC00D2722
NS_E_DRM_DECRYPT_ERROR	0xC00D2723
NS_E_DRM_LICENSE_INVALID_XML	0xC00D2725
NS_E_DRM_NEEDS_INDIVIDUALIZATION	0xC00D2728
NS_E_DRM_ALREADY_INDIVIDUALIZED	0xC00D2729
NS_E_DRM_ACTION_NOT_QUERIED	0xC00D272A
NS_E_DRM_ACQUIRING_LICENSE	0xC00D272B
NS_E_DRM_INDIVIDUALIZING	0xC00D272C
NS_E_BACKUP_RESTORE_FAILURE	0xC00D272D
NS_E_BACKUP_RESTORE_BAD_REQUEST_ID	0xC00D272E
NS_E_DRM_PARAMETERS_MISMATCHED	0xC00D272F
NS_E_DRM_UNABLE_TO_CREATE_LICENSE_OBJECT	0xC00D2730
NS_E_DRM_UNABLE_TO_CREATE_INDI_OBJECT	0xC00D2731
NS_E_DRM_UNABLE_TO_CREATE_ENCRYPT_OBJECT	0xC00D2732
NS_E_DRM_UNABLE_TO_CREATE_DECRYPT_OBJECT	0xC00D2733
NS_E_DRM_UNABLE_TO_CREATE_PROPERTIES_OBJECT	0xC00D2734
NS_E_DRM_UNABLE_TO_CREATE_BACKUP_OBJECT	0xC00D2735
NS_E_DRM_INDIVIDUALIZE_ERROR	0xC00D2736
NS_E_DRM_LICENSE_OPEN_ERROR	0xC00D2737
NS_E_DRM_LICENSE_CLOSE_ERROR	0xC00D2738
NS_E_DRM_GET_LICENSE_ERROR	0xC00D2739
NS_E_DRM_QUERY_ERROR	0xC00D273A
NS_E_DRM_REPORT_ERROR	0xC00D273B
NS_E_DRM_GET_LICENSESTRING_ERROR	0xC00D273C
NS_E_DRM_GET_CONTENTSTRING_ERROR	0xC00D273D
NS_E_DRM_MONITOR_ERROR	0xC00D273E
NS_E_DRM_UNABLE_TO_SET_PARAMETER	0xC00D273F
NS_E_DRM_INVALID_APPDATA	0xC00D2740
NS_E_DRM_INVALID_APPDATA_VERSION	0xC00D2741
NS_E_DRM_BACKUP_EXISTS	0xC00D2742
NS_E_DRM_BACKUP_CORRUPT	0xC00D2743
NS_E_DRM_BACKUPRESTORE_BUSY	0xC00D2744
NS_E_BACKUP_RESTORE_BAD_DATA	0xC00D2745
NS_E_DRM_LICENSE_UNUSABLE	0xC00D2748
NS_E_DRM_INVALID_PROPERTY	0xC00D2749
NS_E_DRM_SECURE_STORE_NOT_FOUND	0xC00D274A
NS_E_DRM_CACHED_CONTENT_ERROR	0xC00D274B
NS_E_DRM_INDIVIDUALIZATION_INCOMPLETE	0xC00D274C
NS_E_DRM_DRIVER_AUTH_FAILURE	0xC00D274D
NS_E_DRM_NEED_UPGRADE_MSSAP	0xC00D274E
NS_E_DRM_REOPEN_CONTENT	0xC00D274F
NS_E_DRM_DRIVER_DIGIOUT_FAILURE	0xC00D2750
NS_E_DRM_INVALID_SECURESTORE_PASSWORD	0xC00D2751
NS_E_DRM_APPCERT_REVOKED	0xC00D2752
NS_E_DRM_RESTORE_FRAUD	0xC00D2753
NS_E_DRM_HARDWARE_INCONSISTENT	0xC00D2754
NS_E_DRM_SDMI_TRIGGER	0xC00D2755
NS_E_DRM_SDMI_NOMORECOPIES	0xC00D2756
NS_E_DRM_UNABLE_TO_CREATE_HEADER_OBJECT	0xC00D2757
NS_E_DRM_UNABLE_TO_CREATE_KEYS_OBJECT	0xC00D2758
NS_E_DRM_LICENSE_NOTACQUIRED	0xC00D2759
NS_E_DRM_UNABLE_TO_CREATE_CODING_OBJECT	0xC00D275A
NS_E_DRM_UNABLE_TO_CREATE_STATE_DATA_OBJECT	0xC00D275B
NS_E_DRM_BUFFER_TOO_SMALL	0xC00D275C
NS_E_DRM_UNSUPPORTED_PROPERTY	0xC00D275D
NS_E_DRM_ERROR_BAD_NET_RESP	0xC00D275E
NS_E_DRM_STORE_NOTALLSTORED	0xC00D275F
NS_E_DRM_SECURITY_COMPONENT_SIGNATURE_INVALID	0xC00D2760
NS_E_DRM_INVALID_DATA	0xC00D2761
NS_E_DRM_POLICY_DISABLE_ONLINE	0xC00D2762
NS_E_DRM_UNABLE_TO_CREATE_AUTHENTICATION_OBJECT	0xC00D2763
NS_E_DRM_NOT_CONFIGURED	0xC00D2764
NS_E_DRM_DEVICE_ACTIVATION_CANCELED	0xC00D2765
NS_E_BACKUP_RESTORE_TOO_MANY_RESETS	0xC00D2766
NS_E_DRM_DEBUGGING_NOT_ALLOWED	0xC00D2767
NS_E_DRM_OPERATION_CANCELED	0xC00D2768
NS_E_DRM_RESTRICTIONS_NOT_RETRIEVED	0xC00D2769
NS_E_DRM_UNABLE_TO_CREATE_PLAYLIST_OBJECT	0xC00D276A
NS_E_DRM_UNABLE_TO_CREATE_PLAYLIST_BURN_OBJECT	0xC00D276B
NS_E_DRM_UNABLE_TO_CREATE_DEVICE_REGISTRATION_OBJECT	0xC00D276C
NS_E_DRM_UNABLE_TO_CREATE_METERING_OBJECT	0xC00D276D
NS_E_DRM_TRACK_EXCEEDED_PLAYLIST_RESTICTION	0xC00D2770
NS_E_DRM_TRACK_EXCEEDED_TRACKBURN_RESTRICTION	0xC00D2771
NS_E_DRM_UNABLE_TO_GET_DEVICE_CERT	0xC00D2772
NS_E_DRM_UNABLE_TO_GET_SECURE_CLOCK	0xC00D2773
NS_E_DRM_UNABLE_TO_SET_SECURE_CLOCK	0xC00D2774
NS_E_DRM_UNABLE_TO_GET_SECURE_CLOCK_FROM_SERVER	0xC00D2775
NS_E_DRM_POLICY_METERING_DISABLED	0xC00D2776
NS_E_DRM_TRANSFER_CHAINED_LICENSES_UNSUPPORTED	0xC00D2777
NS_E_DRM_SDK_VERSIONMISMATCH	0xC00D2778
NS_E_DRM_LIC_NEEDS_DEVICE_CLOCK_SET	0xC00D2779
NS_E_LICENSE_HEADER_MISSING_URL	0xC00D277A
NS_E_DEVICE_NOT_WMDRM_DEVICE	0xC00D277B
NS_E_DRM_INVALID_APPCERT	0xC00D277C
NS_E_DRM_PROTOCOL_FORCEFUL_TERMINATION_ON_PETITION	0xC00D277D
NS_E_DRM_PROTOCOL_FORCEFUL_TERMINATION_ON_CHALLENGE	0xC00D277E
NS_E_DRM_CHECKPOINT_FAILED	0xC00D277F
NS_E_DRM_BB_UNABLE_TO_INITIALIZE	0xC00D2780
NS_E_DRM_UNABLE_TO_LOAD_HARDWARE_ID	0xC00D2781
NS_E_DRM_UNABLE_TO_OPEN_DATA_STORE	0xC00D2782
NS_E_DRM_DATASTORE_CORRUPT	0xC00D2783
NS_E_DRM_UNABLE_TO_CREATE_INMEMORYSTORE_OBJECT	0xC00D2784
NS_E_DRM_STUBLIB_REQUIRED	0xC00D2785
NS_E_DRM_UNABLE_TO_CREATE_CERTIFICATE_OBJECT	0xC00D2786
NS_E_DRM_MIGRATION_TARGET_NOT_ONLINE	0xC00D2787
NS_E_DRM_INVALID_MIGRATION_IMAGE	0xC00D2788
NS_E_DRM_MIGRATION_TARGET_STATES_CORRUPTED	0xC00D2789
NS_E_DRM_MIGRATION_IMPORTER_NOT_AVAILABLE	0xC00D278A
NS_DRM_E_MIGRATION_UPGRADE_WITH_DIFF_SID	0xC00D278B
NS_DRM_E_MIGRATION_SOURCE_MACHINE_IN_USE	0xC00D278C
NS_DRM_E_MIGRATION_TARGET_MACHINE_LESS_THAN_LH	0xC00D278D
NS_DRM_E_MIGRATION_IMAGE_ALREADY_EXISTS	0xC00D278E
NS_E_DRM_HARDWAREID_MISMATCH	0xC00D278F
NS_E_INVALID_DRMV2CLT_STUBLIB	0xC00D2790
NS_E_DRM_MIGRATION_INVALID_LEGACYV2_DATA	0xC00D2791
NS_E_DRM_MIGRATION_LICENSE_ALREADY_EXISTS	0xC00D2792
NS_E_DRM_MIGRATION_INVALID_LEGACYV2_SST_PASSWORD	0xC00D2793
NS_E_DRM_MIGRATION_NOT_SUPPORTED	0xC00D2794
NS_E_DRM_UNABLE_TO_CREATE_MIGRATION_IMPORTER_OBJECT	0xC00D2795
NS_E_DRM_CHECKPOINT_MISMATCH	0xC00D2796
NS_E_DRM_CHECKPOINT_CORRUPT	0xC00D2797
NS_E_REG_FLUSH_FAILURE	0xC00D2798
NS_E_HDS_KEY_MISMATCH	0xC00D2799
NS_E_DRM_MIGRATION_OPERATION_CANCELLED	0xC00D279A
NS_E_DRM_MIGRATION_OBJECT_IN_USE	0xC00D279B
NS_E_DRM_MALFORMED_CONTENT_HEADER	0xC00D279C
NS_E_DRM_LICENSE_EXPIRED	0xC00D27D8
NS_E_DRM_LICENSE_NOTENABLED	0xC00D27D9
NS_E_DRM_LICENSE_APPSECLOW	0xC00D27DA
NS_E_DRM_STORE_NEEDINDI	0xC00D27DB
NS_E_DRM_STORE_NOTALLOWED	0xC00D27DC
NS_E_DRM_LICENSE_APP_NOTALLOWED	0xC00D27DD
NS_E_DRM_LICENSE_CERT_EXPIRED	0xC00D27DF
NS_E_DRM_LICENSE_SECLOW	0xC00D27E0
NS_E_DRM_LICENSE_CONTENT_REVOKED	0xC00D27E1
NS_E_DRM_DEVICE_NOT_REGISTERED	0xC00D27E2
NS_E_DRM_LICENSE_NOSAP	0xC00D280A
NS_E_DRM_LICENSE_NOSVP	0xC00D280B
NS_E_DRM_LICENSE_NOWDM	0xC00D280C
NS_E_DRM_LICENSE_NOTRUSTEDCODEC	0xC00D280D
NS_E_DRM_SOURCEID_NOT_SUPPORTED	0xC00D280E
NS_E_DRM_NEEDS_UPGRADE_TEMPFILE	0xC00D283D
NS_E_DRM_NEED_UPGRADE_PD	0xC00D283E
NS_E_DRM_SIGNATURE_FAILURE	0xC00D283F
NS_E_DRM_LICENSE_SERVER_INFO_MISSING	0xC00D2840
NS_E_DRM_BUSY	0xC00D2841
NS_E_DRM_PD_TOO_MANY_DEVICES	0xC00D2842
NS_E_DRM_INDIV_FRAUD	0xC00D2843
NS_E_DRM_INDIV_NO_CABS	0xC00D2844
NS_E_DRM_INDIV_SERVICE_UNAVAILABLE	0xC00D2845
NS_E_DRM_RESTORE_SERVICE_UNAVAILABLE	0xC00D2846
NS_E_DRM_CLIENT_CODE_EXPIRED	0xC00D2847
NS_E_DRM_NO_UPLINK_LICENSE	0xC00D2848
NS_E_DRM_INVALID_KID	0xC00D2849
NS_E_DRM_LICENSE_INITIALIZATION_ERROR	0xC00D284A
NS_E_DRM_CHAIN_TOO_LONG	0xC00D284C
NS_E_DRM_UNSUPPORTED_ALGORITHM	0xC00D284D
NS_E_DRM_LICENSE_DELETION_ERROR	0xC00D284E
NS_E_DRM_INVALID_CERTIFICATE	0xC00D28A0
NS_E_DRM_CERTIFICATE_REVOKED	0xC00D28A1
NS_E_DRM_LICENSE_UNAVAILABLE	0xC00D28A2
NS_E_DRM_DEVICE_LIMIT_REACHED	0xC00D28A3
NS_E_DRM_UNABLE_TO_VERIFY_PROXIMITY	0xC00D28A4
NS_E_DRM_MUST_REGISTER	0xC00D28A5
NS_E_DRM_MUST_APPROVE	0xC00D28A6
NS_E_DRM_MUST_REVALIDATE	0xC00D28A7
NS_E_DRM_INVALID_PROXIMITY_RESPONSE	0xC00D28A8
NS_E_DRM_INVALID_SESSION	0xC00D28A9
NS_E_DRM_DEVICE_NOT_OPEN	0xC00D28AA
NS_E_DRM_DEVICE_ALREADY_REGISTERED	0xC00D28AB
NS_E_DRM_UNSUPPORTED_PROTOCOL_VERSION	0xC00D28AC
NS_E_DRM_UNSUPPORTED_ACTION	0xC00D28AD
NS_E_DRM_CERTIFICATE_SECURITY_LEVEL_INADEQUATE	0xC00D28AE
NS_E_DRM_UNABLE_TO_OPEN_PORT	0xC00D28AF
NS_E_DRM_BAD_REQUEST	0xC00D28B0
NS_E_DRM_INVALID_CRL	0xC00D28B1
NS_E_DRM_ATTRIBUTE_TOO_LONG	0xC00D28B2
NS_E_DRM_EXPIRED_LICENSEBLOB	0xC00D28B3
NS_E_DRM_INVALID_LICENSEBLOB	0xC00D28B4
NS_E_DRM_INCLUSION_LIST_REQUIRED	0xC00D28B5
NS_E_DRM_DRMV2CLT_REVOKED	0xC00D28B6
NS_E_DRM_RIV_TOO_SMALL	0xC00D28B7
NS_E_OUTPUT_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2904
NS_E_COMPRESSED_DIGITAL_VIDEO_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2905
NS_E_UNCOMPRESSED_DIGITAL_VIDEO_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2906
NS_E_ANALOG_VIDEO_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2907
NS_E_COMPRESSED_DIGITAL_AUDIO_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2908
NS_E_UNCOMPRESSED_DIGITAL_AUDIO_PROTECTION_LEVEL_UNSUPPORTED	0xC00D2909
NS_E_OUTPUT_PROTECTION_SCHEME_UNSUPPORTED	0xC00D290A
NS_E_REBOOT_RECOMMENDED	0xC00D2AFA
NS_E_REBOOT_REQUIRED	0xC00D2AFB
NS_E_SETUP_INCOMPLETE	0xC00D2AFC
NS_E_SETUP_DRM_MIGRATION_FAILED	0xC00D2AFD
NS_E_SETUP_IGNORABLE_FAILURE	0xC00D2AFE
NS_E_SETUP_DRM_MIGRATION_FAILED_AND_IGNORABLE_FAILURE	0xC00D2AFF
NS_E_SETUP_BLOCKED	0xC00D2B00
NS_E_UNKNOWN_PROTOCOL	0xC00D2EE0
NS_E_REDIRECT_TO_PROXY	0xC00D2EE1
NS_E_INTERNAL_SERVER_ERROR	0xC00D2EE2
NS_E_BAD_REQUEST	0xC00D2EE3
NS_E_ERROR_FROM_PROXY	0xC00D2EE4
NS_E_PROXY_TIMEOUT	0xC00D2EE5
NS_E_SERVER_UNAVAILABLE	0xC00D2EE6
NS_E_REFUSED_BY_SERVER	0xC00D2EE7
NS_E_INCOMPATIBLE_SERVER	0xC00D2EE8
NS_E_MULTICAST_DISABLED	0xC00D2EE9
NS_E_INVALID_REDIRECT	0xC00D2EEA
NS_E_ALL_PROTOCOLS_DISABLED	0xC00D2EEB
NS_E_MSBD_NO_LONGER_SUPPORTED	0xC00D2EEC
NS_E_PROXY_NOT_FOUND	0xC00D2EED
NS_E_CANNOT_CONNECT_TO_PROXY	0xC00D2EEE
NS_E_SERVER_DNS_TIMEOUT	0xC00D2EEF
NS_E_PROXY_DNS_TIMEOUT	0xC00D2EF0
NS_E_CLOSED_ON_SUSPEND	0xC00D2EF1
NS_E_CANNOT_READ_PLAYLIST_FROM_MEDIASERVER	0xC00D2EF2
NS_E_SESSION_NOT_FOUND	0xC00D2EF3
NS_E_REQUIRE_STREAMING_CLIENT	0xC00D2EF4
NS_E_PLAYLIST_ENTRY_HAS_CHANGED	0xC00D2EF5
NS_E_PROXY_ACCESSDENIED	0xC00D2EF6
NS_E_PROXY_SOURCE_ACCESSDENIED	0xC00D2EF7
NS_E_NETWORK_SINK_WRITE	0xC00D2EF8
NS_E_FIREWALL	0xC00D2EF9
NS_E_MMS_NOT_SUPPORTED	0xC00D2EFA
NS_E_SERVER_ACCESSDENIED	0xC00D2EFB
NS_E_RESOURCE_GONE	0xC00D2EFC
NS_E_NO_EXISTING_PACKETIZER	0xC00D2EFD
NS_E_BAD_SYNTAX_IN_SERVER_RESPONSE	0xC00D2EFE
NS_E_RESET_SOCKET_CONNECTION	0xC00D2F00
NS_E_TOO_MANY_HOPS	0xC00D2F02
NS_E_TOO_MUCH_DATA_FROM_SERVER	0xC00D2F05
NS_E_CONNECT_TIMEOUT	0xC00D2F06
NS_E_PROXY_CONNECT_TIMEOUT	0xC00D2F07
NS_E_SESSION_INVALID	0xC00D2F08
NS_E_PACKETSINK_UNKNOWN_FEC_STREAM	0xC00D2F0A
NS_E_PUSH_CANNOTCONNECT	0xC00D2F0B
NS_E_INCOMPATIBLE_PUSH_SERVER	0xC00D2F0C
NS_E_END_OF_PLAYLIST	0xC00D32C8
NS_E_USE_FILE_SOURCE	0xC00D32C9
NS_E_PROPERTY_NOT_FOUND	0xC00D32CA
NS_E_PROPERTY_READ_ONLY	0xC00D32CC
NS_E_TABLE_KEY_NOT_FOUND	0xC00D32CD
NS_E_INVALID_QUERY_OPERATOR	0xC00D32CF
NS_E_INVALID_QUERY_PROPERTY	0xC00D32D0
NS_E_PROPERTY_NOT_SUPPORTED	0xC00D32D2
NS_E_SCHEMA_CLASSIFY_FAILURE	0xC00D32D4
NS_E_METADATA_FORMAT_NOT_SUPPORTED	0xC00D32D5
NS_E_METADATA_NO_EDITING_CAPABILITY	0xC00D32D6
NS_E_METADATA_CANNOT_SET_LOCALE	0xC00D32D7
NS_E_METADATA_LANGUAGE_NOT_SUPORTED	0xC00D32D8
NS_E_METADATA_NO_RFC1766_NAME_FOR_LOCALE	0xC00D32D9
NS_E_METADATA_NOT_AVAILABLE	0xC00D32DA
NS_E_METADATA_CACHE_DATA_NOT_AVAILABLE	0xC00D32DB
NS_E_METADATA_INVALID_DOCUMENT_TYPE	0xC00D32DC
NS_E_METADATA_IDENTIFIER_NOT_AVAILABLE	0xC00D32DD
NS_E_METADATA_CANNOT_RETRIEVE_FROM_OFFLINE_CACHE	0xC00D32DE
ERROR_MONITOR_INVALID_DESCRIPTOR_CHECKSUM	0xC0261003
ERROR_MONITOR_INVALID_STANDARD_TIMING_BLOCK	0xC0261004
ERROR_MONITOR_WMI_DATABLOCK_REGISTRATION_FAILED	0xC0261005
ERROR_MONITOR_INVALID_SERIAL_NUMBER_MONDSC_BLOCK	0xC0261006
ERROR_MONITOR_INVALID_USER_FRIENDLY_MONDSC_BLOCK	0xC0261007
ERROR_MONITOR_NO_MORE_DESCRIPTOR_DATA	0xC0261008
ERROR_MONITOR_INVALID_DETAILED_TIMING_BLOCK	0xC0261009
ERROR_GRAPHICS_NOT_EXCLUSIVE_MODE_OWNER	0xC0262000
ERROR_GRAPHICS_INSUFFICIENT_DMA_BUFFER	0xC0262001
ERROR_GRAPHICS_INVALID_DISPLAY_ADAPTER	0xC0262002
ERROR_GRAPHICS_ADAPTER_WAS_RESET	0xC0262003
ERROR_GRAPHICS_INVALID_DRIVER_MODEL	0xC0262004
ERROR_GRAPHICS_PRESENT_MODE_CHANGED	0xC0262005
ERROR_GRAPHICS_PRESENT_OCCLUDED	0xC0262006
ERROR_GRAPHICS_PRESENT_DENIED	0xC0262007
ERROR_GRAPHICS_CANNOTCOLORCONVERT	0xC0262008
ERROR_GRAPHICS_NO_VIDEO_MEMORY	0xC0262100
ERROR_GRAPHICS_CANT_LOCK_MEMORY	0xC0262101
ERROR_GRAPHICS_ALLOCATION_BUSY	0xC0262102
ERROR_GRAPHICS_TOO_MANY_REFERENCES	0xC0262103
ERROR_GRAPHICS_TRY_AGAIN_LATER	0xC0262104
ERROR_GRAPHICS_TRY_AGAIN_NOW	0xC0262105
ERROR_GRAPHICS_ALLOCATION_INVALID	0xC0262106
ERROR_GRAPHICS_UNSWIZZLING_APERTURE_UNAVAILABLE	0xC0262107
ERROR_GRAPHICS_UNSWIZZLING_APERTURE_UNSUPPORTED	0xC0262108
ERROR_GRAPHICS_CANT_EVICT_PINNED_ALLOCATION	0xC0262109
ERROR_GRAPHICS_INVALID_ALLOCATION_USAGE	0xC0262110
ERROR_GRAPHICS_CANT_RENDER_LOCKED_ALLOCATION	0xC0262111
ERROR_GRAPHICS_ALLOCATION_CLOSED	0xC0262112
ERROR_GRAPHICS_INVALID_ALLOCATION_INSTANCE	0xC0262113
ERROR_GRAPHICS_INVALID_ALLOCATION_HANDLE	0xC0262114
ERROR_GRAPHICS_WRONG_ALLOCATION_DEVICE	0xC0262115
ERROR_GRAPHICS_ALLOCATION_CONTENT_LOST	0xC0262116
ERROR_GRAPHICS_GPU_EXCEPTION_ON_DEVICE	0xC0262200
ERROR_GRAPHICS_INVALID_VIDPN_TOPOLOGY	0xC0262300
ERROR_GRAPHICS_VIDPN_TOPOLOGY_NOT_SUPPORTED	0xC0262301
ERROR_GRAPHICS_VIDPN_TOPOLOGY_CURRENTLY_NOT_SUPPORTED	0xC0262302
ERROR_GRAPHICS_INVALID_VIDPN	0xC0262303
ERROR_GRAPHICS_INVALID_VIDEO_PRESENT_SOURCE	0xC0262304
ERROR_GRAPHICS_INVALID_VIDEO_PRESENT_TARGET	0xC0262305
ERROR_GRAPHICS_VIDPN_MODALITY_NOT_SUPPORTED	0xC0262306
ERROR_GRAPHICS_INVALID_VIDPN_SOURCEMODESET	0xC0262308
ERROR_GRAPHICS_INVALID_VIDPN_TARGETMODESET	0xC0262309
ERROR_GRAPHICS_INVALID_FREQUENCY	0xC026230A
ERROR_GRAPHICS_INVALID_ACTIVE_REGION	0xC026230B
ERROR_GRAPHICS_INVALID_TOTAL_REGION	0xC026230C
ERROR_GRAPHICS_INVALID_VIDEO_PRESENT_SOURCE_MODE	0xC0262310
ERROR_GRAPHICS_INVALID_VIDEO_PRESENT_TARGET_MODE	0xC0262311
